,Unnamed: 0,Season,#Team ID,#Team Abbr.,#Team City,#Team Name,#Rank,#GamesPlayed,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential
8,8,2017-2018-Regular,73,KC,Kansas City,Chiefs,9,16,543,363,66.8,33.9,4326,4021,8.0,6.9,251.3,26,4.8,8,1.5,79,54,14,37,305,100.8,403,25.2,1876,4.7,117.2,12,70,93,23.1,10,4,7,363,4326,11.9,270.4,26,79,198,54,14,0,703,921,218,31,216,102,16,0,201,12.6,62,81,375,392,1,0,11,3,13,7,11,-88,18,3,45,1067,23.7,50,0,29,3,0,0,30,268,8.9,82,1,5,1,10,0,0,41,45,91.1,0,0,0.0,8,8,100.0,19,20,95.0,10,12,83.3,4,5,80.0,53,0,40,40,100.0,163,0.0,94,6054,0,64.4,70,24,496,20.7,0,0,0,59,2693,2517,77,45.6,42.7,0,0,8,28,47.5,5,8.5,22,21,176,8.4,322,198,93,31,77,199,38.7,3,10,30.0,110,995,983,5888,6.0,41,10,6,0,0,1,0.625,409,337,72
9,9,2017-2018-Regular,68,ATL,Atlanta,Falcons,10,16,530,343,64.7,33.1,4146,3930,7.8,7.1,245.6,21,4.0,12,2.3,88,55,9,24,216,92.4,429,26.8,1832,4.3,114.5,13,52,99,23.1,9,2,10,343,4146,12.1,259.1,21,88,201,55,9,0,682,987,305,39,314,97,8,0,105,13.1,41,64,307,477,0,0,19,6,12,11,8,-45,19,3,38,923,24.3,63,0,25,3,0,0,26,309,11.9,80,0,4,1,21,0,2,34,38,89.5,1,1,100.0,6,6,100.0,10,13,76.9,9,11,81.8,8,8,100.0,57,0,35,35,100.0,137,0.0,82,5281,0,64.4,49,33,876,26.6,0,0,0,48,2201,2000,62,45.8,41.7,0,0,2,15,31.2,2,4.2,22,21,201,9.6,330,201,101,28,88,199,44.2,3,12,25.0,99,903,983,5878,6.0,37,10,6,0,0,0,0.625,353,315,38
10,10,2017-2018-Regular,48,BUF,Buffalo,Bills,11,16,476,290,60.9,29.8,3086,2771,6.5,5.3,173.2,16,3.4,10,2.1,47,40,4,47,315,82.3,487,30.4,2018,4.1,126.1,12,48,106,21.8,16,1,8,289,3086,10.7,192.9,16,47,149,40,4,0,762,1114,352,27,219,106,18,1,249,13.8,63,81,352,380,0,0,15,6,15,8,7,0,15,2,30,612,20.4,29,0,17,0,0,0,22,221,10.0,40,0,2,1,13,0,0,29,33,87.9,0,0,0.0,6,6,100.0,9,9,100.0,7,9,77.8,7,9,77.8,56,0,29,29,100.0,116,0.0,66,4180,0,63.3,37,29,729,25.1,0,0,0,69,3174,2974,80,46.0,43.1,0,0,9,20,29.0,6,8.7,16,35,200,5.7,279,149,107,23,101,240,42.1,2,15,13.3,85,783,1006,4825,4.8,30,9,7,0,0,0,0.562,302,359,-57
11,11,2017-2018-Regular,56,BAL,Baltimore,Ravens,12,16,567,363,64.0,35.4,3241,3036,5.7,5.1,189.8,20,3.5,13,2.3,66,29,5,27,205,81.5,459,28.7,1847,4.0,115.4,15,50,110,24.0,7,1,9,363,3241,8.9,202.6,20,66,169,29,5,0,740,955,215,41,333,107,22,3,240,10.9,33,78,379,493,1,1,18,4,15,12,12,-93,24,3,33,914,27.7,96,1,24,3,0,0,28,344,12.3,77,1,2,1,28,0,1,34,37,91.9,0,0,0.0,7,7,100.0,11,11,100.0,11,13,84.6,5,6,83.3,57,0,39,39,100.0,141,0.0,87,5533,0,63.6,55,32,615,19.2,0,0,0,68,3101,2816,67,45.6,41.4,1,0,13,29,42.6,3,4.4,18,31,285,9.2,304,169,111,24,76,226,33.6,10,16,62.5,86,729,1058,4888,4.6,38,9,7,0,0,1,0.562,383,303,80
12,12,2017-2018-Regular,67,TEN,Tennessee,Titans,13,16,496,306,61.7,31.0,3394,3153,6.8,5.9,197.1,14,2.8,17,3.4,75,40,6,35,241,77.1,442,27.6,1797,4.1,112.3,18,75,96,21.7,8,3,4,306,3394,11.1,212.1,14,75,158,40,6,0,699,999,300,42,378,95,12,0,154,12.8,33,71,370,370,0,0,11,7,11,2,8,-77,10,1,27,612,22.7,57,0,16,3,0,0,36,387,10.8,80,0,3,2,9,0,1,35,42,83.3,0,0,0.0,10,10,100.0,7,7,100.0,16,20,80.0,2,5,40.0,52,1,31,33,93.9,136,0.0,78,5027,0,64.4,47,31,728,23.5,0,0,0,61,3163,2862,74,51.8,46.9,0,0,5,23,37.7,5,8.2,9,38,301,7.9,296,158,96,42,72,203,35.5,5,10,50.0,81,759,975,5047,5.2,33,9,7,0,0,0,0.562,334,356,-22
13,13,2017-2018-Regular,75,LAC,Los Angeles,Chargers,14,16,583,366,62.8,36.4,4558,4102,7.8,6.8,256.4,28,4.8,11,1.9,75,61,12,18,456,95.1,416,26.0,1562,3.8,97.6,11,87,83,20.0,9,1,7,366,4558,12.4,284.9,28,75,220,61,12,0,789,1083,294,43,930,120,18,2,163,9.1,32,75,334,1035,1,0,20,5,13,11,9,-35,20,2,25,511,20.4,44,0,14,2,0,0,26,350,13.5,91,1,5,3,26,0,2,20,30,66.7,0,0,0.0,11,11,100.0,6,8,75.0,2,8,25.0,1,3,33.3,50,1,37,42,88.1,97,0.0,76,4867,0,64.0,31,45,1156,25.7,0,0,0,69,3356,3007,69,48.6,43.6,0,0,6,25,36.2,9,13.0,6,45,349,7.8,342,220,83,39,84,209,40.2,5,11,45.4,101,880,1016,5657,5.6,41,9,7,0,0,1,0.562,349,268,81
14,14,2017-2018-Regular,52,DAL,Dallas,Cowboys,15,16,493,309,62.7,30.8,3327,3105,6.8,5.9,194.1,22,4.5,13,2.6,81,35,8,32,222,86.3,480,30.0,2164,4.5,135.2,18,70,127,26.5,10,2,2,309,3327,10.8,207.9,22,81,162,35,8,0,704,982,278,38,321,119,10,1,77,7.7,25,61,329,538,1,0,10,7,19,3,9,-5,12,0,25,620,24.8,61,0,17,1,0,0,30,297,9.9,83,1,2,1,16,0,0,22,29,75.9,1,1,100.0,5,6,83.3,6,8,75.0,7,9,77.8,3,5,60.0,56,0,36,39,92.3,102,0.0,79,5093,0,64.5,45,34,771,22.7,0,0,0,56,2437,2362,62,43.5,42.2,0,0,14,31,55.4,5,8.9,20,15,75,5.0,319,162,127,30,87,203,42.9,10,19,52.6,95,924,1005,5360,5.3,40,9,7,0,0,0,0.562,348,332,16
15,15,2017-2018-Regular,61,DET,Detroit,Lions,16,16,571,374,65.5,35.7,4472,4156,7.8,6.7,259.8,29,5.1,11,1.9,71,61,16,47,316,98.2,363,22.7,1221,3.4,76.3,10,34,58,16.0,7,0,6,374,4486,12.0,280.4,29,71,211,61,16,0,749,989,240,35,226,97,19,3,179,9.4,37,78,328,331,3,0,19,11,15,8,14,-46,22,2,31,573,18.5,35,0,16,0,0,0,33,606,18.4,88,2,9,3,22,0,0,30,35,85.7,2,2,100.0,4,4,100.0,10,10,100.0,7,9,77.8,7,10,70.0,58,0,40,41,97.6,130,0.0,90,5760,0,64.0,47,43,966,22.5,0,0,0,65,2890,2691,64,44.5,41.4,0,0,8,23,35.4,6,9.2,25,26,199,7.6,299,211,58,30,81,210,38.6,1,9,11.1,103,962,981,5441,5.6,41,9,7,0,0,0,0.562,398,376,22
16,16,2017-2018-Regular,79,SEA,Seattle,Seahawks,17,16,555,340,61.3,34.7,3982,3665,7.2,6.1,229.1,34,6.1,12,2.2,74,58,12,43,317,94.4,408,25.5,1627,4.0,101.7,4,33,83,20.3,11,0,9,340,3982,11.7,248.9,34,74,182,58,12,0,707,1029,322,39,319,105,14,3,52,3.7,19,76,356,435,1,2,17,6,11,11,8,-56,19,1,41,1004,24.5,99,1,25,3,0,0,36,253,7.0,27,0,2,0,21,0,0,21,29,72.4,0,0,0.0,6,6,100.0,7,10,70.0,8,12,66.7,0,1,0.0,49,0,37,38,97.4,100,0.0,77,4863,0,63.2,39,38,764,20.1,0,0,0,82,3770,3225,74,46.0,39.3,0,0,12,27,32.9,6,7.3,19,44,545,12.4,297,182,83,32,76,212,35.8,5,9,55.6,143,1307,1006,5287,5.3,39,9,7,0,0,0,0.562,358,332,26
17,17,2017-2018-Regular,76,ARI,Arizona,Cardinals,18,16,597,339,56.8,37.3,4000,3655,6.7,5.6,228.4,21,3.5,18,3.0,52,55,5,51,345,76.5,408,25.5,1364,3.3,85.2,6,41,64,15.7,5,0,10,339,3997,11.8,249.8,21,52,201,55,5,0,761,960,199,36,275,110,15,1,185,12.3,39,72,354,419,0,0,22,8,17,12,6,-31,18,1,28,590,21.1,55,0,16,1,0,0,41,308,7.5,20,0,1,0,30,0,2,32,40,80.0,1,1,100.0,7,7,100.0,10,14,71.4,10,13,76.9,4,5,80.0,57,2,23,26,88.5,119,0.0,70,4461,0,63.7,34,36,885,24.6,0,0,0,81,3885,3292,63,48.0,40.6,0,0,12,26,32.1,8,9.9,13,48,593,12.4,308,201,65,42,82,233,35.2,7,16,43.8,101,820,1054,5049,4.8,28,8,8,0,0,0,0.5,297,359,-62
18,18,2017-2018-Regular,57,CIN,Cincinnati,Bengals,19,16,510,304,59.6,31.9,3421,3157,6.7,5.7,197.3,25,4.9,12,2.4,77,34,9,40,264,86.2,377,23.6,1366,3.6,85.4,6,25,73,19.4,8,0,5,304,3413,11.2,213.3,25,77,165,34,9,0,748,1089,341,41,287,114,11,3,145,13.2,87,75,371,551,1,0,22,10,3,9,2,-52,11,0,33,699,21.2,41,0,17,1,0,0,43,533,12.4,55,0,9,3,19,0,1,18,20,90.0,0,0,0.0,6,6,100.0,7,8,87.5,4,5,80.0,1,1,100.0,51,0,32,34,94.1,86,0.0,66,4185,0,63.4,31,35,898,25.7,0,0,0,81,3767,3340,63,46.5,41.2,1,0,12,28,34.6,3,3.7,23,42,427,10.2,271,165,74,32,67,200,33.5,5,12,41.7,103,1008,927,4523,4.9,31,7,9,0,0,1,0.438,290,349,-59
19,19,2017-2018-Regular,55,WAS,Washington,Redskins,20,16,540,347,64.3,33.8,4154,3794,7.7,6.5,237.1,27,5.0,13,2.4,74,59,9,41,360,94.3,400,25.0,1428,3.6,89.2,10,61,65,16.2,2,1,9,347,4154,12.0,259.6,27,74,191,59,9,0,720,1052,332,42,328,100,16,2,74,4.6,32,90,343,450,1,0,28,14,12,12,7,-24,19,0,31,669,21.6,35,0,17,0,0,0,27,191,7.1,29,0,1,0,22,0,1,24,28,85.7,1,1,100.0,12,12,100.0,5,6,83.3,5,6,83.3,1,3,33.3,55,0,36,39,92.3,108,0.0,76,4911,0,64.6,53,23,466,20.3,0,0,0,78,3637,3189,62,46.6,40.9,0,0,7,32,41.0,6,7.7,26,36,448,12.4,284,191,65,28,66,204,32.4,9,16,56.2,84,708,979,5259,5.4,37,7,9,0,0,1,0.438,342,388,-46
20,20,2017-2018-Regular,62,GB,Green Bay,Packers,21,16,562,352,62.6,35.1,3532,3124,6.3,5.1,195.2,25,4.4,18,3.2,72,38,8,51,408,82.0,386,24.1,1724,4.5,107.8,13,46,99,25.6,10,1,5,352,3532,10.0,220.8,25,72,176,38,8,0,749,1049,300,37,315,115,11,1,33,3.0,14,60,318,364,1,0,15,6,9,7,8,-6,15,1,35,822,23.5,70,0,20,2,0,0,26,329,12.6,65,0,4,2,22,0,1,15,19,79.0,0,0,0.0,8,8,100.0,2,4,50.0,4,4,100.0,1,3,33.3,50,0,33,35,94.3,78,0.0,66,4219,0,63.9,36,30,665,22.2,0,0,0,62,2840,2601,61,45.8,42.0,0,0,7,17,27.4,2,3.2,24,25,239,9.6,313,176,99,38,83,211,39.3,15,28,53.6,90,744,1000,4906,4.9,39,7,9,0,0,0,0.438,320,384,-64
21,21,2017-2018-Regular,49,MIA,Miami,Dolphins,22,16,601,372,61.9,37.6,3793,3390,6.3,5.4,211.9,24,4.0,21,3.5,65,41,5,33,403,78.7,343,21.4,1384,4.0,86.5,4,69,65,19.0,6,4,7,372,3793,10.2,237.1,24,65,189,41,5,0,698,966,268,30,235,98,9,1,69,7.7,29,53,346,346,1,1,23,8,7,13,6,-29,19,2,40,832,20.8,37,0,27,0,0,0,36,293,8.1,27,0,3,0,14,0,0,21,23,91.3,0,0,0.0,6,6,100.0,8,8,100.0,6,7,85.7,1,2,50.0,54,0,26,29,89.7,89,0.0,60,3859,0,64.3,28,32,637,19.9,0,0,0,77,3492,3248,64,45.4,42.2,0,0,17,29,37.7,5,6.5,21,32,244,7.6,279,189,65,25,63,201,31.3,7,24,29.2,135,1149,992,4789,4.8,30,6,10,0,0,0,0.375,277,395,-118
22,22,2017-2018-Regular,74,OAK,Oakland,Raiders,23,16,558,347,62.2,34.9,3896,3761,7.0,6.5,235.1,23,4.1,14,2.5,87,47,10,24,135,86.3,369,23.1,1548,4.2,96.8,13,52,79,21.4,6,4,7,347,3896,11.2,243.5,23,87,180,47,10,0,736,1021,285,31,228,103,5,0,10,2.0,8,53,309,357,2,0,30,14,13,11,10,-12,21,0,31,751,24.2,65,0,16,4,0,0,22,156,7.1,19,0,0,0,21,0,1,16,21,76.2,0,0,0.0,5,5,100.0,5,7,71.4,3,5,60.0,3,4,75.0,53,0,33,34,97.1,81,0.0,61,3914,0,64.2,46,15,298,19.9,0,0,0,63,3014,2735,62,47.8,43.4,0,0,10,21,33.3,6,9.5,15,29,279,9.6,290,180,79,31,84,207,40.6,8,24,33.3,107,956,951,5305,5.6,36,6,10,0,0,0,0.375,301,373,-72
23,23,2017-2018-Regular,78,SF,San Francisco,49ers,24,16,607,362,59.6,37.9,4289,3991,7.1,6.1,249.4,15,2.5,15,2.5,83,50,14,43,298,79.2,406,25.4,1655,4.1,103.4,15,61,84,20.7,6,1,7,362,4289,11.8,268.1,15,83,208,50,14,0,775,1007,232,30,189,111,10,1,135,13.5,37,57,348,321,0,0,17,9,17,7,10,10,17,0,29,590,20.3,34,0,14,0,0,0,34,326,9.6,39,0,2,0,17,0,1,39,41,95.1,0,0,0.0,7,8,87.5,11,11,100.0,17,18,94.4,4,4,100.0,52,1,28,30,93.3,145,0.0,77,4990,0,64.8,64,13,296,22.8,0,0,0,66,2903,2643,59,44.0,40.0,0,0,9,26,39.4,1,1.5,23,32,260,8.1,320,208,84,28,91,234,38.9,8,18,44.4,117,948,1052,5596,5.3,30,6,10,0,0,2,0.375,331,383,-52
24,24,2017-2018-Regular,51,NYJ,New York,Jets,25,16,510,323,63.3,31.9,3501,3140,6.9,5.6,196.2,19,3.7,12,2.4,69,46,8,47,361,86.1,425,26.6,1660,3.9,103.8,13,75,76,17.9,8,5,7,324,3501,10.8,218.8,19,69,158,46,8,0,712,985,273,28,166,87,11,0,151,13.7,48,60,368,377,0,0,23,11,9,11,9,-86,20,0,34,688,20.2,40,0,19,1,0,0,34,143,4.2,17,0,0,0,22,0,1,25,30,83.3,1,1,100.0,6,6,100.0,4,4,100.0,12,17,70.6,2,2,100.0,57,0,29,29,100.0,104,0.0,67,4275,0,63.8,45,22,439,20.0,0,0,0,86,4063,3414,70,47.2,39.7,0,0,10,31,36.0,4,4.6,23,46,649,14.1,268,158,77,33,79,226,35.0,7,13,53.8,111,993,980,4851,5.0,32,5,11,0,0,0,0.312,298,382,-84
25,25,2017-2018-Regular,72,DEN,Denver,Broncos,26,16,566,332,58.7,35.4,3684,3130,6.5,5.1,195.6,19,3.4,22,3.9,54,55,3,53,554,73.1,455,28.4,1856,4.1,116.0,8,40,89,19.6,7,1,4,332,3684,11.1,230.2,19,54,180,55,3,0,652,886,234,33,320,107,10,2,69,6.9,24,62,349,413,2,0,25,12,8,9,7,-73,16,2,33,767,23.2,61,0,21,2,0,0,35,410,11.7,64,0,6,2,23,0,2,24,32,75.0,0,0,0.0,6,8,75.0,11,12,91.7,4,6,66.7,3,6,50.0,53,0,27,27,100.0,99,0.0,64,4090,0,63.9,44,20,492,24.6,0,0,0,69,3144,2824,60,45.6,40.9,1,0,13,23,33.3,3,4.4,23,30,320,10.7,299,180,90,29,93,239,38.9,7,20,35.0,104,837,1072,4985,4.6,29,5,11,0,0,0,0.312,291,378,-87
26,26,2017-2018-Regular,60,CHI,Chicago,Bears,27,16,473,291,61.5,29.6,3085,2809,6.5,5.5,175.6,13,2.8,12,2.5,70,30,4,39,276,79.1,425,26.6,1789,4.2,111.8,13,53,91,21.4,4,5,14,291,3085,10.6,192.8,13,70,146,30,4,0,747,969,222,42,273,89,8,2,87,10.9,52,66,315,421,1,1,23,9,14,13,15,-91,28,1,45,1050,23.3,90,0,28,2,0,0,32,425,13.3,67,2,6,3,16,0,1,16,22,72.7,1,1,100.0,5,5,100.0,2,2,100.0,6,10,60.0,2,4,50.0,55,1,26,28,92.9,74,0.0,59,3717,0,63.0,28,31,765,24.7,0,0,0,79,3814,3189,69,48.3,40.4,0,0,9,20,25.3,6,7.6,15,48,625,13.0,267,146,91,30,72,205,35.1,7,18,38.9,107,912,935,4477,4.8,27,5,11,0,0,0,0.312,252,318,-66
27,27,2017-2018-Regular,71,TB,Tampa Bay,Buccaneers,28,16,605,378,62.5,37.8,4629,4302,7.6,6.7,268.9,26,4.3,14,2.3,70,47,6,40,327,90.7,394,24.6,1429,3.6,89.3,8,36,77,19.5,5,0,12,378,4629,12.2,289.3,26,70,244,47,6,0,790,1029,239,22,139,86,13,1,185,14.2,39,56,306,254,3,0,26,13,18,13,13,-35,26,3,20,444,22.2,50,0,10,2,0,0,19,220,11.6,44,0,1,1,15,0,0,25,34,73.5,0,0,0.0,7,7,100.0,9,10,90.0,6,10,60.0,3,7,42.9,50,0,28,31,90.3,103,0.0,73,4647,0,63.7,27,46,1225,26.6,0,0,0,59,2665,2512,62,45.2,42.6,1,0,6,23,39.0,5,8.5,21,25,153,6.1,367,244,77,46,85,199,42.7,4,8,50.0,100,784,1036,5871,5.7,37,5,11,0,0,1,0.312,335,382,-47
28,28,2017-2018-Regular,64,HOU,Houston,Texans,29,16,525,299,57.0,32.8,3644,3221,6.9,5.6,201.3,28,5.3,17,3.2,72,53,6,54,423,82.8,449,28.1,1830,4.1,114.4,8,49,87,19.4,4,2,5,299,3644,12.2,227.8,28,72,180,53,6,0,683,990,307,32,242,117,11,2,37,3.4,17,59,335,322,0,0,21,11,12,10,5,-14,15,2,27,564,20.9,42,0,15,1,0,0,33,308,9.3,49,0,4,1,20,0,0,20,25,80.0,0,0,0.0,3,4,75.0,8,10,80.0,6,7,85.7,3,4,75.0,55,0,32,35,91.4,92,0.0,73,4693,0,64.3,49,24,555,23.1,0,0,0,84,4201,3570,68,50.0,42.5,0,0,8,34,40.5,5,6.0,22,49,631,12.9,312,180,87,45,76,209,36.4,5,10,50.0,118,1016,1029,5181,5.0,38,4,12,0,0,0,0.25,336,436,-100
29,29,2017-2018-Regular,65,IND,Indianapolis,Colts,30,16,487,285,58.5,30.4,3237,2735,6.6,5.0,170.9,13,2.7,9,1.8,80,36,9,56,502,79.7,451,28.2,1658,3.7,103.6,11,35,93,20.6,7,0,9,285,3237,11.4,202.3,13,80,149,36,9,0,658,991,333,26,211,86,13,1,178,13.7,33,68,330,370,2,2,23,6,10,14,7,-30,21,0,27,590,21.8,60,0,15,1,0,0,27,187,6.9,30,0,2,0,13,0,1,29,34,85.3,0,0,0.0,11,11,100.0,7,10,70.0,6,7,85.7,5,6,83.3,54,0,22,24,91.7,109,0.0,68,4309,0,63.4,46,22,444,20.2,0,0,0,68,3033,2944,61,44.6,43.3,0,0,19,21,30.9,3,4.4,27,16,89,5.6,270,149,93,28,87,228,38.2,8,17,47.1,89,768,993,4474,4.5,24,4,12,0,0,2,0.25,265,402,-137
30,30,2017-2018-Regular,53,NYG,New York,Giants,31,16,608,373,61.4,38.0,3680,3382,6.0,5.3,211.4,20,3.3,14,2.3,77,34,6,34,298,79.8,393,24.6,1549,3.9,96.8,6,75,66,16.8,6,2,4,373,3680,9.9,230.0,20,77,180,34,6,0,792,1114,322,27,165,97,13,2,65,5.0,21,72,366,294,1,0,22,8,12,12,6,0,18,0,30,630,21.0,47,0,18,1,0,0,24,147,6.1,20,0,1,0,23,0,2,18,25,72.0,0,0,0.0,8,8,100.0,3,5,60.0,4,9,44.4,3,3,100.0,52,2,20,23,87.0,74,0.0,57,3623,0,63.6,26,31,695,22.4,0,0,0,88,3938,3429,69,44.8,39.0,0,0,16,20,22.7,9,10.2,21,38,509,13.4,272,180,66,26,74,227,32.6,8,21,38.1,86,880,1034,5007,4.8,26,3,13,0,0,0,0.188,244,388,-144
31,31,2017-2018-Regular,58,CLE,Cleveland,Browns,32,16,574,312,54.4,35.9,3537,3233,6.2,5.2,202.1,15,2.6,28,4.9,56,54,5,50,304,61.4,381,23.8,1668,4.4,104.2,11,59,96,25.2,5,1,5,312,3540,11.4,221.2,15,56,160,55,5,0,732,1059,327,34,266,142,7,1,41,5.9,30,70,357,512,2,0,19,11,14,7,6,-9,13,0,35,790,22.6,71,0,18,2,0,0,33,236,7.2,25,0,1,0,19,0,0,15,20,75.0,0,0,0.0,5,5,100.0,4,6,66.7,4,6,66.7,2,3,66.7,54,0,25,26,96.2,70,0.0,53,3307,0,62.4,33,20,471,23.6,0,0,0,75,3617,3013,67,48.2,40.2,1,0,15,24,32.0,2,2.7,13,44,604,13.7,292,160,96,36,73,216,33.8,12,23,52.2,110,924,1005,4768,4.7,26,0,16,0,0,2,0.0,234,408,-174
0,0,2017-2018-Playoff,54,PHI,Philadelphia,Eagles,1,3,107,78,72.9,35.7,972,958,9.1,8.8,319.3,7,6.5,1,0.9,55,12,4,2,14,118.6,89,29.7,370,4.2,123.3,3,36,21,23.6,4,0,2,78,972,12.5,324.0,7,55,50,12,4,0,124,163,39,5,28,11,2,1,0,0.0,0,17,70,46,0,0,3,2,2,1,2,-4,3,0,6,146,24.3,27,0,6,0,0,0,2,10,5.0,10,0,0,0,4,0,0,7,7,100.0,0,0,0.0,2,2,100.0,2,2,100.0,2,2,100.0,1,1,100.0,53,0,7,9,77.8,28,0.0,18,1134,0,63.0,13,5,76,15.2,0,0,0,7,294,294,54,42.0,42.0,0,0,0,5,71.4,1,14.3,6,0,0,0.0,74,50,21,3,26,42,61.9,3,3,100.0,14,114,197,1325,6.7,10,3,0,0,0,0,1.0,94,50,44
1,1,2017-2018-Playoff,50,NE,New England,Patriots,2,3,141,90,63.8,47.0,1152,1136,8.2,7.8,378.7,8,5.7,0,0.0,50,19,3,4,16,108.2,68,22.7,260,3.8,86.7,4,26,15,22.1,2,0,0,90,1152,12.8,384.0,8,50,59,19,3,0,145,205,60,11,72,21,1,0,8,8.0,8,14,66,93,0,0,2,2,1,0,0,0,0,0,6,106,17.7,27,0,3,0,0,0,5,52,10.4,20,0,1,0,9,0,0,3,5,60.0,0,0,0.0,1,2,50.0,1,1,100.0,1,1,100.0,0,1,0.0,45,0,11,12,91.7,20,0.0,18,1157,0,64.3,8,10,222,22.2,0,0,0,8,331,328,57,41.4,41.0,0,0,1,5,62.5,1,12.5,5,1,3,3.0,81,59,15,7,19,39,48.7,2,3,66.7,6,52,212,1392,6.6,12,2,1,0,0,0,0.667,92,75,17
2,2,2017-2018-Playoff,66,JAX,Jacksonville,Jaguars,3,3,85,49,57.6,28.3,594,562,7.0,6.2,187.3,3,3.5,0,0.0,45,11,2,5,32,91.0,100,33.3,404,4.0,134.7,5,20,22,22.0,1,0,2,49,594,12.1,198.0,3,45,34,11,2,0,139,175,36,7,86,22,3,0,2,0.7,2,16,81,62,0,0,5,0,3,4,2,-35,6,1,5,88,17.6,25,0,3,0,0,0,0,0,0.0,0,0,0,0,7,0,0,4,4,100.0,0,0,0.0,0,0,0.0,0,0,0.0,3,3,100.0,1,1,100.0,54,0,9,9,100.0,21,0.0,16,1003,0,62.7,9,7,148,21.1,0,0,0,17,698,643,62,41.1,37.8,0,0,3,10,58.8,0,0.0,7,6,55,9.2,58,34,22,2,15,40,37.5,2,3,66.7,13,162,190,966,5.1,9,2,1,0,0,0,0.667,75,69,6
3,3,2017-2018-Playoff,67,TEN,Tennessee,Titans,4,2,68,41,60.3,34.0,459,390,6.8,4.9,195.0,4,5.9,1,1.5,36,6,0,11,69,93.9,47,23.5,267,5.7,133.5,1,35,11,23.4,2,0,1,41,459,11.2,229.5,4,36,23,6,0,0,97,133,36,4,8,12,0,0,0,0.0,0,6,45,22,0,0,2,1,0,0,0,0,0,0,7,138,19.7,25,0,4,0,0,0,4,21,5.2,23,0,0,0,2,0,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,100.0,0,0,0.0,49,0,3,3,100.0,6,0.0,7,457,0,65.3,2,5,114,22.8,0,0,0,9,411,376,62,45.7,41.8,0,0,0,4,44.4,0,0.0,4,5,35,7.0,37,23,11,3,13,29,44.8,2,3,66.7,17,107,126,659,5.2,5,1,1,0,0,0,0.5,36,56,-20
