,Unnamed: 0,Season,#Team ID,#Team Abbr.,#Team City,#Team Name,#Rank,#GamesPlayed,#PassAttempts,#PassCompletions,#PassPct,#PassAttemptsPerGame,#PassGrossYards,#PassNetYards,#PassAvg,#PassYardsPerAtt,#PassYardsPerGame,#PassTD,#PassTDPct,#PassInt,#PassIntPct,#PassLng,#Pass20Plus,#Pass40Plus,#PassSacks,#PassSackY,#QBRating,#RushAttempts,#RushAttemptsPerGame,#RushYards,#RushAverage,#RushYardsPerGame,#RushTD,#RushLng,#Rush1stDowns,#Rush1stDownsPct,#Rush20Plus,#Rush40Plus,#RushFumbles,#Receptions,#RecYards,#RecAverage,#RecYardsPerGame,#RecTD,#RecLng,#Rec1stDowns,#Rec20Plus,#Rec40Plus,#RecFumbles,#TackleSolo,#TackleTotal,#TackleAst,#Sacks,#SackYds,#TacklesForLoss,#Interceptions,#IntTD,#IntYds,#IntAverage,#IntLng,#PassesDefended,#Stuffs,#StuffYds,#KB,#Safeties,#Fumbles,#FumLost,#FumForced,#FumOwnRec,#FumOppRec,#FumRecYds,#FumTotalRec,#FumTD,#KrRet,#KrYds,#KrAvg,#KrLng,#KrTD,#Kr20Plus,#Kr40Plus,#KrFC,#KrFum,#PrRet,#PrYds,#PrAvg,#PrLng,#PrTD,#Pr20Plus,#Pr40Plus,#PrFC,#PrFum,#FgBlk,#FgMade,#FgAtt,#FgPct,#FgMade1_19,#FgAtt1_19,#Fg1_19Pct,#FgMade20_29,#FgAtt20_29,#Fg20_29Pct,#FgMade30_39,#FgAtt30_39,#Fg30_39Pct,#FgMade40_49,#FgAtt40_49,#Fg40_49Pct,#FgMade50Plus,#FgAtt50Plus,#Fg50PlusPct,#FgLng,#XpBlk,#XpMade,#XpAtt,#XpPct,#FgAndXpPts,#KoPct,#Kickoffs,#KoYds,#KoOOB,#KoAvg,#KoTB,#KoRet,#KoRetYds,#KoRetAvgYds,#KoTD,#KoOS,#KoOSR,#Punts,#PuntYds,#PuntNetYds,#PuntLng,#PuntAvg,#PuntNetAvg,#PuntBlk,#PuntOOB,#PuntDown,#PuntIn20,#PuntIn20Pct,#PuntTB,#PuntTBPct,#PuntFC,#PuntRet,#PuntRetYds,#PuntRetAvg,#FirstDownsTotal,#FirstDownsPass,#FirstDownsRush,#FirstDownsPenalty,#ThirdDowns,#ThirdDownsAtt,#ThirdDownsPct,#FourthDowns,#FourthDownsAtt,#FourthDownsPct,#Penalties,#PenaltyYds,#OffensePlays,#OffenseYds,#OffenseAvgYds,#TotalTD,#Wins,#Losses,#Ties,#OTWins,#OTLosses,#WinPct,#PointsFor,#PointsAgainst,#PointDifferential
12,12,2015-2016-Regular,64,HOU,Houston,Texans,13,16,619,358,57.8,38.7,4184,3941,6.8,6.0,246.3,29,4.7,12,1.9,61,47,8,36,243,86.0,473,29.6,1750,3.7,109.4,7,41,91,19.2,7,1,4,358,4184,11.7,261.5,29,61,212,41,8,0,685,995,310,45,322,109,14,2,105,7.5,50,90,364,440,1,0,22,9,12,13,11,-31,24,1,18,430,23.9,41,0,15,1,0,0,51,415,8.1,36,0,2,0,23,0,0,23,27,85.2,1,1,100.0,6,6,100.0,8,8,100.0,6,7,85.7,2,5,40.0,51,0,32,36,88.9,101,0.0,72,4756,0,66.1,33,39,972,24.9,0,0,0,94,4489,3814,72,47.8,40.6,0,0,8,22,23.4,11,11.7,15,56,675,12.0,355,212,91,52,97,250,38.8,6,19,31.6,100,867,1128,5675,5.0,37,9,7,0,0,0,0.0,339,313,26
13,13,2015-2016-Regular,48,BUF,Buffalo,Bills,14,16,464,295,63.6,29.0,3615,3365,7.8,6.6,210.3,23,5.0,9,1.9,63,51,12,42,250,96.0,509,31.8,2404,4.7,150.2,19,60,123,24.2,19,4,8,295,3615,12.2,225.9,23,63,156,45,12,0,700,945,245,21,113,60,17,2,166,9.8,37,92,360,253,0,0,25,9,10,14,9,-39,23,1,39,781,20.0,32,0,22,0,0,0,28,334,11.9,42,0,4,1,22,0,0,23,27,85.2,0,0,0.0,5,5,100.0,8,9,88.9,7,8,87.5,3,5,60.0,52,0,34,40,85.0,103,0.0,79,5090,0,64.4,42,37,756,20.4,0,0,0,73,3394,3014,65,46.5,41.3,0,0,10,18,24.7,3,4.1,20,39,380,9.7,312,156,123,33,86,227,37.9,7,16,43.8,129,1151,1015,5749,5.7,43,8,8,0,0,0,0.0,377,359,18
14,14,2015-2016-Regular,65,IND,Indianapolis,Colts,15,16,619,355,57.4,38.7,3965,3701,6.4,5.6,231.3,26,4.2,19,3.1,87,46,7,37,264,77.8,396,24.8,1452,3.7,90.8,6,37,80,20.2,8,0,7,355,3965,11.2,247.8,26,87,195,42,7,0,685,1011,326,35,280,105,17,4,84,4.9,26,72,365,532,0,1,21,13,13,7,8,10,15,1,41,1012,24.7,60,0,30,3,0,0,37,359,9.7,42,0,4,1,28,0,0,25,27,92.6,0,0,0.0,7,8,87.5,6,6,100.0,8,8,100.0,4,5,80.0,55,1,32,35,91.4,107,0.0,72,4674,0,64.9,67,5,135,27.0,0,0,0,78,3737,3245,63,47.9,41.6,0,0,12,28,35.9,6,7.7,23,33,492,14.9,316,195,80,41,95,235,40.4,7,13,53.8,105,901,1052,5251,5.0,33,8,8,0,0,1,0.0,333,408,-75
15,15,2015-2016-Regular,68,ATL,Atlanta,Falcons,16,16,623,410,65.8,38.9,4618,4391,7.4,6.7,274.4,21,3.4,17,2.7,70,49,9,32,227,87.7,422,26.4,1526,3.6,95.4,14,39,98,23.2,8,1,14,410,4618,11.3,288.6,21,70,230,46,9,0,717,958,241,19,110,70,15,1,234,15.6,84,62,299,331,0,0,28,14,11,13,8,50,21,3,26,667,25.6,50,0,20,2,0,0,27,259,9.6,41,0,2,1,20,0,1,25,31,80.6,1,1,100.0,6,6,100.0,7,8,87.5,8,13,61.5,3,3,100.0,54,0,34,34,100.0,109,0.0,70,4596,0,65.7,48,22,609,27.7,0,0,0,55,2578,2229,69,46.9,40.5,1,0,4,22,40.0,4,7.3,19,28,349,12.5,371,230,98,43,107,228,46.9,11,21,52.4,98,959,1077,5917,5.5,38,8,8,0,0,1,0.0,339,345,-6
16,16,2015-2016-Regular,74,OAK,Oakland,Raiders,17,16,605,373,61.6,37.8,4155,3906,6.9,6.1,244.1,34,5.6,14,2.3,68,53,10,33,249,91.2,371,23.2,1446,3.9,90.4,7,60,76,20.5,10,2,10,373,4155,11.1,259.7,34,68,194,49,10,0,793,990,197,38,211,105,14,1,49,3.5,27,89,371,289,5,3,26,10,13,11,10,-38,21,0,53,1305,24.6,41,0,39,2,0,0,41,305,7.4,25,0,4,0,13,0,1,21,26,80.8,0,0,0.0,7,7,100.0,5,6,83.3,5,8,62.5,4,5,80.0,56,0,38,39,97.4,101,0.0,78,5011,0,64.2,44,34,829,24.4,0,0,0,72,3265,3064,70,45.4,42.6,1,0,19,34,47.2,4,5.6,19,26,201,7.7,330,194,76,60,87,220,39.6,5,15,33.3,127,1039,1009,5352,5.3,41,7,9,0,0,0,0.0,359,395,-36
17,17,2015-2016-Regular,54,PHI,Philadelphia,Eagles,18,16,623,405,65.0,38.9,4392,4140,7.0,6.3,258.8,23,3.7,18,2.9,78,54,14,37,252,85.9,444,27.8,1709,3.8,106.8,15,63,111,25.0,12,2,13,405,4392,10.8,274.5,23,78,194,50,14,0,806,1074,268,37,340,102,15,3,97,6.5,44,79,381,411,0,1,24,12,17,11,10,-32,21,2,26,579,22.3,49,0,14,2,0,0,38,472,12.4,89,2,5,3,18,0,0,21,26,80.8,0,0,0.0,5,5,100.0,9,11,81.8,5,6,83.3,2,4,50.0,53,0,42,44,95.4,105,0.0,70,4502,0,64.3,38,32,714,22.3,0,0,0,84,3941,3677,64,46.9,43.8,1,0,11,30,35.7,8,9.5,23,41,264,6.4,362,194,111,57,92,231,39.8,8,16,50.0,100,789,1104,5833,5.3,40,7,9,0,0,0,0.0,365,430,-65
18,18,2015-2016-Regular,61,DET,Detroit,Lions,19,16,632,420,66.5,39.5,4498,4247,7.1,6.3,265.4,33,5.2,14,2.2,57,52,8,44,251,95.3,355,22.2,1350,3.8,84.4,7,36,73,20.6,7,0,8,420,4498,10.7,281.1,33,57,237,48,8,0,767,983,216,42,299,115,9,1,72,8.0,24,59,337,476,0,1,16,9,13,6,9,-5,15,1,43,1236,28.7,104,0,37,5,0,0,28,272,9.7,28,0,5,0,22,0,0,22,24,91.7,0,0,0.0,3,3,100.0,8,9,88.9,6,6,100.0,5,6,83.3,59,1,36,39,92.3,102,0.0,72,4724,0,65.6,40,32,822,25.7,0,0,0,75,3474,3085,66,46.3,41.1,0,0,10,22,29.3,3,4.0,20,41,389,9.5,364,237,73,54,76,203,37.4,7,15,46.7,100,910,1031,5597,5.4,41,7,9,0,0,0,0.0,354,402,-48
19,19,2015-2016-Regular,70,NO,New Orleans,Saints,20,16,667,460,69.0,41.7,5231,5008,7.8,7.2,313.0,32,4.8,12,1.8,80,72,13,32,223,100.7,397,24.8,1489,3.8,93.1,16,70,99,24.9,6,2,4,460,5231,11.4,326.9,32,80,247,68,13,0,692,992,300,31,211,74,9,0,90,10.0,27,68,280,301,2,0,20,9,18,9,15,-4,24,2,26,613,23.6,38,0,18,0,0,0,31,318,10.3,74,1,3,1,13,0,2,18,26,69.2,0,0,0.0,5,6,83.3,7,9,77.8,3,6,50.0,3,5,60.0,57,1,45,47,95.7,99,0.0,80,5231,0,65.4,44,36,967,26.9,0,0,0,52,2450,2210,58,47.1,42.5,0,0,4,18,34.6,6,11.5,16,23,240,10.4,396,247,99,50,102,216,47.2,10,16,62.5,124,1082,1096,6497,5.9,50,7,9,0,0,1,0.0,403,476,-73
20,20,2015-2016-Regular,77,STL,St. Louis,Rams,21,16,473,273,57.7,29.6,2986,2851,6.3,5.8,178.2,11,2.3,11,2.3,68,35,10,18,135,74.6,430,26.9,1955,4.6,122.2,16,71,92,21.4,19,7,11,273,2986,10.9,186.6,11,68,128,35,10,0,764,1099,335,41,250,125,13,1,124,9.5,42,70,366,438,0,1,24,12,19,9,13,-13,22,2,33,853,25.8,102,0,23,4,0,0,34,445,13.1,83,1,5,3,15,0,3,21,31,67.7,1,1,100.0,2,2,100.0,10,11,90.9,5,8,62.5,3,9,33.3,61,1,27,29,93.1,90,0.0,66,4323,0,65.5,41,25,600,24.0,0,0,0,87,4219,3871,68,48.5,44.5,0,0,16,35,40.2,6,6.9,25,40,348,8.7,251,128,92,31,53,203,26.1,4,13,30.8,117,1017,921,4814,5.2,29,7,9,0,0,2,0.0,272,332,-60
21,21,2015-2016-Regular,49,MIA,Miami,Dolphins,22,16,588,365,62.1,36.8,4230,3831,7.2,6.0,239.4,24,4.1,12,2.0,54,57,13,45,399,88.9,347,21.7,1481,4.3,92.6,11,85,74,21.3,12,1,9,365,4230,11.6,264.4,24,54,194,49,13,0,782,1051,269,31,259,122,13,3,109,8.4,38,68,356,465,0,0,23,8,8,12,3,-19,15,0,38,950,25.0,57,0,27,2,0,0,39,495,12.7,69,1,7,2,17,0,0,13,16,81.2,1,1,100.0,3,3,100.0,4,4,100.0,4,6,66.7,1,2,50.0,53,0,33,36,91.7,72,0.0,66,4267,0,64.6,44,22,508,23.1,0,0,0,82,3983,3431,70,48.6,41.8,0,0,8,24,29.3,9,11.0,15,50,552,11.0,334,194,74,66,64,208,30.8,8,22,36.4,122,1027,980,5316,5.4,35,6,10,0,0,0,0.0,304,379,-75
22,22,2015-2016-Regular,53,NYG,New York,Giants,23,16,623,392,62.9,38.9,4503,4257,7.2,6.6,266.1,36,5.8,14,2.2,87,53,16,27,246,94.5,405,25.3,1609,4.0,100.6,5,39,77,19.0,8,0,6,392,4503,11.5,281.4,36,87,209,48,16,0,856,1179,323,23,149,75,15,2,85,5.7,26,84,334,207,2,0,21,8,16,11,13,-38,24,2,38,971,25.6,100,1,30,4,0,0,33,379,11.5,80,1,5,1,9,0,0,30,32,93.8,1,1,100.0,6,6,100.0,12,12,100.0,8,10,80.0,3,3,100.0,53,0,44,45,97.8,134,0.0,89,5575,0,62.6,37,52,1067,20.5,0,0,0,73,3251,2939,64,44.5,40.3,0,0,16,29,39.7,6,8.2,21,27,312,11.6,414,209,77,128,81,217,37.3,9,17,52.9,98,755,1055,6032,5.7,43,6,10,0,0,1,0.0,406,442,-36
23,23,2015-2016-Regular,60,CHI,Chicago,Bears,24,16,523,334,63.9,32.7,3887,3805,7.4,6.8,237.8,21,4.0,12,2.3,87,57,10,33,82,90.1,470,29.4,1892,4.0,118.2,13,27,109,23.2,6,0,8,334,3887,11.6,242.9,21,87,181,54,10,0,715,891,176,35,237,72,8,0,103,12.9,39,54,311,389,2,0,18,9,6,7,9,-60,16,0,33,923,28.0,74,0,25,4,0,0,29,312,10.8,20,0,2,1,22,0,0,33,39,84.6,1,1,100.0,8,8,100.0,10,12,83.3,7,9,77.8,7,9,77.8,55,1,28,29,96.6,127,0.0,76,4857,0,63.9,39,37,991,26.8,0,0,0,67,2962,2682,72,44.2,40.0,1,0,11,29,43.3,4,6.0,22,26,280,10.8,317,181,109,27,95,221,43.0,6,10,60.0,97,894,1026,5489,5.4,34,6,10,0,0,2,0.0,335,397,-62
24,24,2015-2016-Regular,71,TB,Tampa Bay,Buccaneers,25,16,535,312,58.3,33.4,4088,3898,7.6,6.9,243.6,22,4.1,15,2.8,68,57,9,27,190,84.5,455,28.4,2175,4.8,135.9,12,84,101,22.2,20,5,12,312,4088,13.1,255.5,22,68,202,53,9,0,780,1115,335,38,263,106,11,1,45,4.1,18,66,324,350,1,0,22,13,20,9,14,-29,23,2,21,545,26.0,46,0,17,1,0,0,23,314,13.6,58,0,6,1,14,0,0,29,40,72.5,0,0,0.0,10,11,90.9,10,11,90.9,4,9,44.4,5,9,55.6,58,0,32,35,91.4,119,0.0,76,5025,0,66.1,44,32,873,27.3,0,0,0,53,2225,2085,60,42.0,39.3,0,0,7,14,26.4,4,7.6,15,26,140,5.4,356,202,101,53,86,204,42.2,7,13,53.8,136,1145,1017,6073,6.0,36,6,10,0,0,0,0.0,341,417,-76
25,25,2015-2016-Regular,56,BAL,Baltimore,Ravens,26,16,676,426,63.0,42.2,4449,4273,6.6,6.1,267.1,21,3.1,21,3.1,52,54,8,24,176,79.4,380,23.8,1540,4.0,96.2,8,44,90,23.7,7,1,6,426,4449,10.4,278.1,21,52,210,49,8,0,659,953,294,37,269,99,6,1,27,4.5,25,66,331,367,4,0,12,6,7,5,8,-99,13,2,34,865,25.4,50,0,25,3,0,0,39,495,12.7,82,1,5,2,15,0,0,33,40,82.5,0,0,0.0,10,10,100.0,9,9,100.0,10,11,90.9,4,10,40.0,52,0,29,29,100.0,128,0.0,71,4633,0,65.2,63,8,217,27.1,0,0,0,59,2823,2652,75,47.8,45.0,0,0,7,22,37.3,5,8.5,12,32,171,5.3,333,210,90,33,86,229,37.6,11,23,47.8,118,1138,1080,5813,5.4,31,5,11,0,0,1,0.0,322,401,-79
26,26,2015-2016-Regular,66,JAX,Jacksonville,Jaguars,27,16,607,355,58.5,37.9,4428,4091,7.3,6.2,255.7,35,5.8,18,3.0,90,72,11,51,337,88.1,352,22.0,1452,4.1,90.8,5,45,67,19.0,8,1,10,355,4428,12.5,276.8,35,90,215,66,11,0,767,1018,251,36,275,105,9,1,94,10.4,48,69,375,455,2,0,24,10,14,11,8,43,19,2,28,713,25.5,42,0,22,2,0,0,29,379,13.1,73,1,6,2,16,0,1,26,30,86.7,0,0,0.0,9,10,90.0,8,8,100.0,6,8,75.0,3,4,75.0,58,0,32,39,82.0,110,0.0,78,5129,0,65.8,55,23,557,24.2,0,0,0,77,3594,3085,63,46.7,40.1,0,0,6,27,35.1,4,5.2,22,44,509,11.6,342,215,67,60,70,203,34.5,8,15,53.3,100,845,1010,5609,5.6,42,5,11,0,0,1,0.0,370,447,-77
27,27,2015-2016-Regular,78,SF,San Francisco,49ers,28,16,526,322,61.2,32.9,3675,3347,7.0,5.8,209.2,16,3.0,12,2.3,76,46,12,53,328,82.8,390,24.4,1552,4.0,97.0,7,47,84,21.5,6,2,7,322,3675,11.4,229.7,16,76,155,37,12,0,831,1084,253,28,196,82,9,1,96,10.7,45,58,310,330,4,0,17,4,6,11,5,-24,16,0,41,995,24.3,40,0,32,1,0,0,26,267,10.3,37,0,4,0,23,0,2,24,27,88.9,0,0,0.0,9,10,90.0,6,6,100.0,6,8,75.0,3,3,100.0,54,1,20,21,95.2,92,0.0,61,3956,0,64.8,38,23,596,25.9,0,0,0,79,3515,3165,62,44.5,40.1,0,0,8,22,27.8,5,6.3,22,42,350,8.3,267,155,84,28,65,213,30.5,9,19,47.4,104,778,969,4899,5.1,23,5,11,0,0,0,0.0,242,383,-141
28,28,2015-2016-Regular,52,DAL,Dallas,Cowboys,29,16,528,334,63.3,33.0,3777,3569,7.2,6.4,223.1,16,3.0,22,4.2,67,40,4,33,208,77.3,409,25.6,1892,4.6,118.2,8,50,95,23.2,17,3,7,334,3777,11.3,236.1,16,67,175,38,4,0,688,1021,333,31,227,105,8,1,50,6.2,24,53,326,426,2,1,16,10,5,6,6,-9,12,1,27,695,25.7,79,0,22,2,0,0,32,197,6.2,28,0,3,0,21,0,0,30,32,93.8,0,0,0.0,9,9,100.0,10,10,100.0,6,7,85.7,5,6,83.3,54,0,25,25,100.0,115,0.0,56,3627,0,64.8,35,21,552,26.3,0,0,0,52,2330,2112,61,44.8,40.6,0,0,5,20,38.5,1,1.9,22,22,218,9.9,327,175,95,57,67,192,34.9,8,16,50.0,105,841,970,5461,5.6,25,4,12,0,0,2,0.0,273,376,-103
29,29,2015-2016-Regular,75,SD,San Diego,Chargers,30,16,667,442,66.3,41.7,4895,4629,7.3,6.6,289.3,30,4.5,13,2.0,80,53,8,40,266,94.8,388,24.2,1360,3.5,85.0,4,53,80,20.6,9,1,6,442,4895,11.1,305.9,30,80,230,49,8,0,750,956,206,32,222,87,11,1,84,7.6,39,61,303,410,0,0,18,11,10,3,9,4,12,0,26,594,22.8,52,0,19,1,0,0,19,84,4.4,18,0,0,0,26,0,0,26,32,81.2,0,0,0.0,4,4,100.0,7,7,100.0,11,16,68.8,4,5,80.0,54,1,28,32,87.5,106,0.0,72,4768,0,66.2,41,31,888,28.6,0,0,0,68,3134,2621,68,46.1,38.5,1,0,8,11,16.2,2,2.9,15,43,513,11.9,349,230,80,39,98,230,42.6,5,15,33.3,115,937,1095,5989,5.5,34,4,12,0,0,1,0.0,320,398,-78
30,30,2015-2016-Regular,58,CLE,Cleveland,Browns,31,16,609,371,60.9,38.1,4175,3792,6.9,5.7,237.0,20,3.3,12,2.0,61,49,12,53,383,84.2,380,23.8,1529,4.0,95.6,5,54,82,21.6,10,2,3,371,4175,11.2,260.9,20,61,192,42,12,0,683,1008,325,29,160,82,11,2,131,11.9,46,52,312,297,0,0,32,18,14,9,10,-27,19,0,40,1063,26.6,53,0,34,3,0,0,27,346,12.8,78,1,5,1,10,0,4,28,32,87.5,0,0,0.0,11,11,100.0,10,10,100.0,7,9,77.8,0,2,0.0,47,0,22,24,91.7,106,0.0,68,4329,0,63.7,27,41,875,21.3,0,0,0,63,3015,2580,67,47.9,41.0,0,0,7,24,38.1,4,6.4,15,35,435,12.4,320,192,82,46,95,227,41.8,10,24,41.7,113,1053,1042,5344,5.1,25,3,13,0,0,1,18.75,272,432,-160
31,31,2015-2016-Regular,67,TEN,Tennessee,Titans,32,16,551,342,62.1,34.4,3896,3571,7.1,5.9,223.2,25,4.5,17,3.1,61,49,6,54,325,85.5,370,23.1,1540,4.2,96.2,10,87,68,18.4,11,2,8,342,3896,11.4,243.5,25,61,196,44,6,0,677,972,295,39,272,86,11,1,138,12.6,45,55,324,471,1,0,23,16,11,7,8,-39,15,1,31,665,21.4,34,0,18,0,0,0,37,311,8.4,37,0,2,0,17,0,0,14,16,87.5,0,0,0.0,3,3,100.0,3,3,100.0,7,7,100.0,1,3,33.3,51,1,29,31,93.6,71,0.0,62,4094,0,66.0,42,20,604,30.2,0,0,0,77,3673,2939,62,47.7,38.2,0,0,6,29,37.7,1,1.3,23,47,734,15.6,320,196,68,56,64,201,31.8,7,15,46.7,92,788,975,4963,5.1,36,3,13,0,0,0,0.0,299,423,-124
0,0,2015-2016-Playoff,72,DEN,Denver,Broncos,1,3,92,51,55.4,30.7,539,466,5.9,4.6,155.3,2,2.2,1,1.1,93,7,0,9,73,75.4,91,30.3,298,3.3,99.3,2,98,12,13.2,3,0,2,51,539,10.6,179.7,2,93,26,7,0,0,137,186,49,14,16,25,3,0,31,10.3,8,25,97,140,0,0,5,2,6,3,4,-6,7,1,2,42,21.0,24,0,1,0,0,0,5,124,24.8,119,0,2,2,6,0,0,10,10,100.0,0,0,0.0,1,1,100.0,4,4,100.0,3,3,100.0,2,2,100.0,137,0,3,3,100.0,33,0.0,17,1102,0,64.8,14,3,61,20.3,0,0,0,19,897,829,165,47.2,43.6,0,0,2,8,42.1,0,0.0,5,10,68,6.8,42,26,12,4,10,46,21.7,0,1,0.0,12,124,192,764,4.0,5,3,0,0,0,0,100.0,67,44,23
1,1,2015-2016-Playoff,50,NE,New England,Patriots,2,2,97,55,56.7,48.5,612,594,6.3,5.9,297.0,3,3.1,2,2.1,82,7,2,4,18,77.3,31,15.5,82,2.6,41.0,2,22,6,19.4,0,0,0,55,612,11.1,306.0,3,82,30,5,2,0,88,135,47,4,34,13,0,0,0,0.0,0,11,60,54,0,0,1,0,1,1,2,0,3,0,2,45,22.5,45,0,1,0,0,0,5,70,14.0,38,0,2,0,4,0,0,4,4,100.0,0,0,0.0,0,0,0.0,2,2,100.0,2,2,100.0,0,0,0.0,86,0,3,4,75.0,15,0.0,10,666,0,66.6,7,3,90,30.0,0,0,0,8,368,320,98,46.0,40.0,0,0,1,1,12.5,1,12.5,1,5,48,9.6,40,30,6,4,8,27,29.6,2,4,50.0,13,77,132,676,5.1,5,1,1,0,0,0,0.0,45,40,5
2,2,2015-2016-Playoff,76,ARI,Arizona,Cardinals,3,2,82,48,58.5,41.0,584,547,7.1,6.2,273.5,4,4.9,6,7.3,96,5,1,6,37,66.3,35,17.5,102,2.9,51.0,1,31,7,20.0,1,0,0,48,584,12.2,292.0,4,96,30,4,1,0,80,128,48,2,21,14,2,0,73,36.5,73,8,53,89,0,0,4,3,0,1,0,0,1,0,4,87,21.8,42,0,2,0,0,0,3,14,4.7,14,0,0,0,3,0,0,2,2,100.0,0,0,0.0,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0.0,36,0,3,3,100.0,9,0.0,8,525,0,65.6,4,4,96,24.0,0,0,0,6,287,229,103,47.8,38.2,0,0,0,2,33.3,0,0.0,3,3,58,19.3,41,30,7,4,8,23,34.8,3,3,100.0,9,71,123,649,5.3,5,1,1,0,0,0,0.0,41,69,-28
3,3,2015-2016-Playoff,69,CAR,Carolina,Panthers,4,3,91,53,58.2,30.3,754,763,8.3,7.6,254.3,3,3.3,2,2.2,158,9,4,9,-9,87.0,106,35.3,416,3.9,138.7,6,97,24,22.6,3,1,3,53,754,14.2,251.3,3,158,32,5,4,0,107,179,72,13,92,22,7,2,24,3.4,19,20,72,125,0,0,6,3,5,3,4,-2,7,0,7,120,17.1,68,0,2,0,0,0,5,38,7.6,35,0,1,0,5,0,0,4,5,80.0,0,0,0.0,1,1,100.0,1,1,100.0,2,3,66.7,0,0,0.0,132,0,10,10,100.0,22,0.0,18,1178,0,65.4,11,7,184,26.3,0,0,0,15,615,544,151,41.0,36.3,0,0,2,3,20.0,1,6.7,8,4,71,17.8,59,32,24,3,19,45,42.2,0,1,0.0,18,142,206,987,4.8,9,2,1,0,0,0,0.0,90,63,27
4,4,2015-2016-Playoff,63,MIN,Minnesota,Vikings,5,1,24,17,70.8,24.0,146,125,6.1,4.6,125.0,0,0.0,0,0.0,24,1,0,3,21,86.5,29,29.0,58,2.0,58.0,0,13,4,13.8,0,0,0,17,146,8.6,146.0,0,24,6,1,0,0,46,56,10,2,13,6,1,0,24,24.0,24,8,22,14,0,0,1,1,0,0,0,0,0,0,3,65,21.7,34,0,2,0,0,0,2,7,3.5,10,0,0,0,0,0,0,3,4,75.0,0,0,0.0,1,2,50.0,0,0,0.0,2,2,100.0,0,0,0.0,47,0,0,0,0.0,9,0.0,4,255,0,63.8,3,1,12,12.0,0,0,0,5,172,162,47,34.4,32.4,0,0,1,1,20.0,0,0.0,1,3,10,3.3,14,6,4,4,3,13,23.1,1,1,100.0,2,46,56,183,3.3,0,0,1,0,0,0,0.0,9,10,-1
5,5,2015-2016-Playoff,62,GB,Green Bay,Packers,6,2,80,45,56.2,40.0,471,456,5.9,5.6,228.0,4,5.0,1,1.2,94,4,2,2,15,85.0,54,27.0,276,5.1,138.0,2,91,17,31.5,3,1,1,45,471,10.5,235.5,4,94,23,2,2,0,88,130,42,9,80,15,2,0,0,0.0,0,13,50,100,0,0,1,1,3,0,1,0,1,0,4,99,24.8,57,0,3,0,0,0,3,49,16.3,37,0,1,0,1,0,0,4,4,100.0,0,0,0.0,2,2,100.0,1,1,100.0,1,1,100.0,0,0,0.0,77,0,5,5,100.0,17,0.0,13,825,0,63.5,6,7,133,19.0,0,0,0,7,290,268,92,41.4,38.3,0,0,2,2,28.6,0,0.0,3,2,22,11.0,43,23,17,3,10,26,38.5,2,3,66.7,11,78,136,732,5.4,6,1,1,0,0,1,0.0,55,44,11
6,6,2015-2016-Playoff,55,WAS,Washington,Redskins,7,1,46,29,63.0,46.0,329,270,7.2,5.2,270.0,1,2.2,0,0.0,38,5,0,6,59,91.7,19,19.0,80,4.2,80.0,1,25,5,26.3,1,0,1,29,329,11.3,329.0,1,38,14,5,0,0,44,70,26,1,5,5,0,0,0,0.0,0,4,22,12,0,1,3,1,1,2,1,-4,3,0,5,96,19.2,26,0,3,0,0,0,1,10,10.0,10,0,0,0,1,0,0,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0.0,25,0,1,2,50.0,4,0.0,4,262,0,65.5,3,1,22,22.0,0,0,0,5,253,224,60,50.6,44.8,0,0,3,3,60.0,0,0.0,0,2,29,14.5,20,14,5,1,5,15,33.3,1,4,25.0,7,55,71,350,4.9,2,0,1,0,0,0,0.0,18,35,-17
7,7,2015-2016-Playoff,73,KC,Kansas City,Chiefs,8,2,72,46,63.9,36.0,436,416,6.1,5.5,208.0,2,2.8,1,1.4,74,4,1,4,20,84.0,69,34.5,329,4.8,164.5,2,81,19,27.5,2,1,0,46,436,9.5,218.0,2,74,22,3,1,0,65,100,35,3,19,7,4,0,69,17.2,13,10,46,53,0,0,1,1,2,0,1,0,1,0,4,196,49.0,140,1,4,1,0,0,6,105,17.5,50,0,2,0,1,0,0,5,5,100.0,0,0,0.0,0,0,0.0,3,3,100.0,2,2,100.0,0,0,0.0,83,0,5,5,100.0,20,0.0,11,720,0,65.4,10,1,26,26.0,0,0,0,6,232,210,86,38.7,35.0,0,0,1,4,66.7,0,0.0,4,1,22,22.0,46,22,19,5,16,31,51.6,1,2,50.0,10,92,145,745,5.1,4,1,1,0,0,0,0.0,44,27,17
